GEOID,unique_id,race_imputed,imputation_probability,date,city,state,zip,county,highest_force,armed,Total_popE,NH_WhiteE,NH_BlackE,Hisp_LatinoE,IncomeE,income_quartile,income_quintile,income_percentile,income_bins_200,NH_WhiteP,NH_BlackP,Hisp_LatinoP,Majority
06037603005,26076,Black,,2019-05-13,Gardena,CA,90249,Los Angeles,Gunshot,Armed,6647,207,1946,3323,61438,2,3,49,97,0.031141868512110725,0.2927636527756883,0.4999247780953814,
48201254300,26077,Black,,2019-05-13,Baytown,TX,77520,Harris,Gunshot,Armed,5146,872,610,3635,53094,2,2,36,72,0.16945200155460552,0.11853867081228138,0.7063738826272833,Hispanic/Latino
13051011400,26029,Black,,2019-05-11,Savannah,GA,31401,Chatham,Gunshot,Armed,1614,908,447,76,32850,1,1,9,17,0.5625774473358116,0.27695167286245354,0.04708798017348203,White
50017959500,26033,White,,2019-05-11,Tunbridge,VT,05077,Orange,Gunshot,Armed,4348,4050,40,38,67206,3,3,57,113,0.9314627414903404,0.00919963201471941,0.008739650413983441,White
31043010101,26034,Hispanic/Latino,,2019-05-11,South Sioux City,NE,68776,Dakota,Gunshot,Armed,3609,1051,249,1890,62407,2,3,50,100,0.2912164034358548,0.06899418121363259,0.5236907730673317,Hispanic/Latino
04005002302,26036,White,0.964178231,2019-05-11,Parks,AZ,86018,Coconino,Gunshot,Armed,2808,2416,0,109,68375,3,3,58,116,0.8603988603988604,0,0.03881766381766382,White
17031838700,26039,Black,,2019-05-11,Chicago,IL,60623,Cook,Gunshot,Armed,3932,75,3297,560,24455,1,1,3,6,0.019074262461851475,0.8385045778229908,0.14242115971515767,Black
13215010402,26488,White,,2019-05-11,Columbus,GA,31909,Muscogee,Gunshot,Unarmed,5033,2810,1237,764,46496,2,2,26,51,0.5583151202066362,0.2457778660838466,0.15179813232664416,White
40143006804,26027,Black,,2019-05-10,Tulsa,OK,74105,Tulsa,Gunshot,Armed,2503,1156,562,278,40833,1,1,17,34,0.4618457850579305,0.2245305633240112,0.11106671993607671,
22111960500,28765,Black,,2019-05-10,Baton Rouge,LA,71241,Union,Asphyxiated/Restrained,Unarmed,4524,3937,261,221,57469,2,3,43,86,0.8702475685234305,0.057692307692307696,0.04885057471264368,White
06037530007,26028,Hispanic/Latino,,2019-05-09,Montebello,CA,90640,Los Angeles,Gunshot,Armed,6406,1028,95,4187,76816,3,4,68,135,0.16047455510458944,0.01482984701842023,0.6536059943802685,Hispanic/Latino
04013114800,26031,Hispanic/Latino,,2019-05-09,Phoenix,AZ,85007,Maricopa,Gunshot,Armed,3484,301,265,2727,33839,1,1,10,19,0.08639494833524684,0.07606199770378874,0.7827210103329506,Hispanic/Latino
51197050401,26041,White,0.976737166,2019-05-09,Wytheville,VA,24382,Wythe,Gunshot,Armed,4065,3940,87,38,44521,1,2,23,45,0.9692496924969249,0.021402214022140223,0.00934809348093481,White
53033007001,26037,Black,,2019-05-08,Seattle,WA,98119,King,Gunshot,Armed,3717,3044,132,116,55893,2,3,41,81,0.8189400053806833,0.03551251008878128,0.03120796341135324,White
28073020600,26025,White,0.578173021,2019-05-07,Lumberton,MS,39455,Lamar,Gunshot,Armed,3507,2166,1250,0,35822,1,1,12,23,0.6176218990590248,0.35642999714856,0,White
55079016700,26026,Hispanic/Latino,0.972488014,2019-05-07,Milwaukee,WI,53204,Milwaukee,Gunshot,Armed,3320,542,463,1885,28594,1,1,5,10,0.16325301204819276,0.1394578313253012,0.5677710843373494,Hispanic/Latino
06083003005,26030,Hispanic/Latino,,2019-05-07,Santa Barbara,CA,93111,Santa Barbara,Gunshot,Armed,4711,2457,24,1781,105694,4,5,87,173,0.5215453194650818,0.005094459774994693,0.3780513691360645,White
04013420115,26404,Hispanic/Latino,,2019-05-06,Mesa,AZ,85207,Maricopa,Gunshot,Armed,3209,1954,0,1200,49342,2,2,30,59,0.6089124337799938,0,0.373948270489249,White
46103010500,26485,Hispanic/Latino,,2019-05-06,Rapid City,SD,57701,Pennington,Tasered,Unarmed,2954,1835,210,56,22134,1,1,2,4,0.6211916046039269,0.07109004739336493,0.018957345971563982,White
35007950700,25974,Hispanic/Latino,,2019-05-05,Angel Fire,NM,87710,Colfax,Gunshot,Armed,5241,2572,82,2396,45074,1,2,23,46,0.4907460408319023,0.015645869108948673,0.4571646632322076,
53063011702,25970,White,,2019-05-04,Spokane Valley,WA,99216,Spokane,Gunshot,Armed,7531,5626,129,1034,37020,1,1,13,25,0.7470455450803346,0.017129199309520646,0.13729916345770815,White
06085503510,25972,Hispanic/Latino,,2019-05-04,San Jose,CA,95127,Santa Clara,Gunshot,Unarmed,5345,498,63,3598,89150,4,4,78,155,0.0931711880261927,0.011786716557530403,0.6731524789522919,Hispanic/Latino
27137010301,25973,White,,2019-05-04,Hermantown,MN,55811,St. Louis,Gunshot,Armed,5030,4691,35,144,71734,3,4,62,124,0.9326043737574553,0.006958250497017893,0.028628230616302187,White
06077003403,26038,Other/Unknown,,2019-05-04,Stockton,CA,95210,San Joaquin,Gunshot,Armed,5221,462,679,1973,73450,3,4,64,128,0.08848879524995211,0.13005171423099024,0.3778969546063972,
04027011501,26483,Black,,2019-05-04,Gadsden,AZ,85336,Yuma,Gunshot,Armed,2639,185,1,1830,36326,1,1,12,24,0.07010231148162183,3.7893141341417203e-4,0.6934444865479348,Hispanic/Latino
17031231200,25968,Other/Unknown,,2019-05-03,Chicago,IL,60651,Cook,Gunshot,Unarmed,6021,93,3977,1576,32448,1,1,8,16,0.015445939212755356,0.6605215080551403,0.2617505397774456,Black
13309780100,25965,White,,2019-05-02,Glenwood,GA,30428,Wheeler,Gunshot,Unarmed,2641,1463,777,388,29231,1,1,6,11,0.5539568345323741,0.2942067398712609,0.14691404770920105,White
48113016626,25966,Hispanic/Latino,,2019-05-02,Cedar Hill,TX,75104,Dallas,Gunshot,Armed,4477,642,2390,1143,53693,2,2,37,74,0.1433995979450525,0.5338396247487157,0.25530489166852804,Black
24005440100,25967,White,0.825182903,2019-05-02,Parkville,MD,21234,Baltimore,Gunshot,Armed,4450,3653,450,141,80511,3,4,71,142,0.8208988764044944,0.10112359550561797,0.031685393258426967,White
35061970101,25959,Hispanic/Latino,,2019-05-01,Los Lunas,NM,87031,Valencia,Gunshot,Armed,4266,1039,0,2903,37753,1,1,14,27,0.243553680262541,0,0.6804969526488513,Hispanic/Latino
12131950501,25960,White,,2019-05-01,Freeport,FL,32439,Walton,Gunshot,Armed,3761,2702,88,527,50000,2,2,31,61,0.7184259505450677,0.023398032438181334,0.14012230789683594,White
12086015201,25962,Hispanic/Latino,,2019-05-01,Miami,FL,33185,Miami-Dade,Gunshot,Armed,3232,281,137,2814,109041,4,5,88,176,0.08694306930693069,0.04238861386138614,0.8706683168316832,Hispanic/Latino
51169030500,25963,White,,2019-05-01,Hiltons,VA,24258,Scott,Gunshot,Armed,3387,3379,0,8,37328,1,1,13,26,0.9976380277531739,0,0.0023619722468261,White
37057060203,25832,White,,2019-04-30,Welcome,NC,27295,Davidson,Gunshot,Armed,6330,5816,124,390,63657,3,3,52,104,0.9187993680884676,0.019589257503949447,0.061611374407582936,White
06065042626,25956,Other/Unknown,,2019-04-30,Perris,CA,92571,Riverside,Gunshot,Armed,8314,423,1191,5831,74005,3,4,65,129,0.050878037045946595,0.1432523454414241,0.7013471253307674,Hispanic/Latino
06037242700,25957,Hispanic/Latino,,2019-04-30,Los Angeles,CA,90059,Los Angeles,Gunshot,Armed,5756,73,1289,4355,41731,1,1,19,37,0.012682418346073662,0.2239402362751911,0.7566018068102849,Hispanic/Latino
04013114600,25949,Hispanic/Latino,,2019-04-29,Phoenix,AZ,85009,Maricopa,Gunshot,Armed,1485,106,0,1371,32746,1,1,9,17,0.07138047138047138,0,0.9232323232323232,Hispanic/Latino
28045030303,25950,White,,2019-04-29,Bay St. Louis,MS,39520,Hancock,Gunshot,Armed,3214,2847,228,0,44743,1,2,23,45,0.8858120721841941,0.07093963907902924,0,White
40109108217,25951,Black,,2019-04-29,Edmond,OK,73003,Oklahoma,Gunshot,Unarmed,3953,3293,228,101,82228,3,4,73,145,0.8330381988363268,0.05767771312926891,0.025550215026562104,White
41051009001,25952,White,,2019-04-29,Portland,OR,97236,Multnomah,Gunshot,Armed,5514,2801,72,1073,54973,2,2,39,78,0.5079796880667392,0.013057671381936888,0.1945955749002539,White
32031002901,25946,Hispanic/Latino,,2019-04-28,Sparks,NV,89431,Washoe,Gunshot,Armed,3295,1956,47,1018,75643,3,4,66,132,0.5936267071320183,0.014264036418816389,0.3089529590288316,White
48453032900,25947,Hispanic/Latino,,2019-04-28,Austin,TX,78731,Travis,Gunshot,Armed,8633,5938,118,1685,130540,4,5,94,188,0.6878257847793351,0.013668481408548592,0.1951812811305456,White
54047953800,26403,Other/Unknown,,2019-04-28,Hemphill,WV,24801,McDowell,Gunshot,Armed,2430,2295,38,23,24071,1,1,3,5,0.9444444444444444,0.015637860082304528,0.009465020576131687,White
08101002000,25945,Hispanic/Latino,,2019-04-27,Pueblo,CO,81006,Pueblo,Gunshot,Armed,3519,1008,81,2206,34464,1,1,10,20,0.2864450127877238,0.023017902813299233,0.6268826371128161,Hispanic/Latino
55009000402,25831,Hispanic/Latino,,2019-04-26,Green Bay,WI,54304,Brown,Tasered,Unarmed,2032,1658,0,53,59205,2,3,46,91,0.8159448818897638,0,0.02608267716535433,White
08001009325,25943,Black,,2019-04-26,Denver,CO,80234,Adams,Gunshot,Unarmed,5382,4177,57,747,71949,3,4,63,125,0.7761055369751022,0.010590858416945374,0.13879598662207357,White
18019050401,25944,White,0.969798066,2019-04-26,Clarksville,IN,47129,Clark,Gunshot,Armed,2706,2409,81,152,52643,2,2,35,70,0.8902439024390244,0.02993348115299335,0.05617147080561715,White
06031001601,25941,Hispanic/Latino,0.640897864,2019-04-25,Stratford,CA,93266,Kings,Gunshot,Armed,4418,721,26,2923,49352,2,2,30,59,0.16319601629696695,0.005885015844273427,0.661611588954278,Hispanic/Latino
37183053433,25942,White,0.906924408,2019-04-25,Apex,NC,27502,Wake,Gunshot,Armed,6100,5568,0,350,121023,4,5,92,184,0.9127868852459017,0,0.05737704918032787,White
08041005400,25938,White,,2019-04-24,Colorado Springs,CO,80910,El Paso,Gunshot,Uncertain,6023,2109,798,2675,39783,1,1,16,31,0.3501577287066246,0.13249211356466878,0.4441308318113897,
21011970202,25940,White,,2019-04-24,Owingsville,KY,40360,Bath,Gunshot,Unarmed,4304,4093,39,12,46619,2,2,26,51,0.9509758364312267,0.009061338289962825,0.0027881040892193307,White
13277960800,26482,White,,2019-04-24,Tifton,GA,31793,Tift,Tasered,Unarmed,2087,1200,159,661,37450,1,1,13,26,0.5749880210828942,0.07618591279348347,0.3167225682798275,White
06037291210,25931,Hispanic/Latino,,2019-04-22,Los Angeles,CA,90248,Los Angeles,Gunshot,Armed,5429,394,921,3083,48277,2,2,28,56,0.0725732179038497,0.16964450174986184,0.5678762202983975,Hispanic/Latino
48439113809,25932,White,0.843546168,2019-04-22,Watauga,TX,76148,Tarrant,Gunshot,Armed,4660,3157,69,1183,69057,3,3,59,118,0.6774678111587983,0.0148068669527897,0.253862660944206,White
30101000200,25936,White,,2019-04-22,Shelby,MT,59474,Toole,Gunshot,Armed,2928,2567,0,79,47396,2,2,27,53,0.8767076502732241,0,0.02698087431693989,White
13059140400,25926,Black,0.624723231,2019-04-21,Athens,GA,30601,Clarke,Gunshot,Armed,3527,655,768,2104,37617,1,1,14,27,0.18571023532747377,0.21774879500992345,0.5965409696626027,Hispanic/Latino
05119002410,25928,White,0.567359757,2019-04-20,Little Rock,AR,72205,Pulaski,Gunshot,Armed,3169,662,2325,131,23786,1,1,3,5,0.20889870621647208,0.7336699274218996,0.04133796150205112,Black
37183054106,25930,White,,2019-04-20,Raleigh,NC,27610,Wake,Gunshot,Uncertain,8346,1657,3967,1819,63803,3,3,52,104,0.1985382219027079,0.4753175173735921,0.21794871794871795,
09003492600,25935,Hispanic/Latino,,2019-04-20,Wethersfield,CT,06109,Hartford,Gunshot,Unarmed,6561,5644,208,501,93594,4,5,81,161,0.8602347203170249,0.0317024843773815,0.07636031092821216,White
08041008000,26402,Hispanic/Latino,,2019-04-20,Colorado Springs,CO,80907,El Paso,Gunshot,Armed,4534,3378,156,644,50723,2,2,32,63,0.745037494486105,0.03440670489633877,0.14203793559770622,White
27003050710,25922,Other/Unknown,,2019-04-18,Coon Rapids,MN,55433,Anoka,Gunshot,Armed,3861,2769,462,182,76007,3,4,67,133,0.7171717171717171,0.11965811965811966,0.04713804713804714,White
36061027100,25923,Hispanic/Latino,,2019-04-18,New York City,NY,10040,New York,Gunshot,Armed,8916,2768,474,5381,76563,3,4,67,134,0.3104531179901301,0.0531628532974428,0.6035217586361598,Hispanic/Latino
06001441924,25924,White,,2019-04-18,Fremont,CA,94536,Alameda,Gunshot,Armed,7586,1014,167,1015,149676,4,5,97,193,0.13366728183495913,0.022014236751911415,0.1337991036119167,
16069960900,25920,White,,2019-04-17,Lewiston,ID,83501,Nez Perce,Gunshot,Armed,3142,3021,12,63,55852,2,3,41,81,0.9614894971355824,0.0038192234245703373,0.02005092297899427,White
54061011500,25921,White,,2019-04-17,Morgantown,WV,26541,Monongalia,Gunshot,Armed,4742,4424,111,61,57218,2,3,43,85,0.9329396878954028,0.02340784479122733,0.012863770560944749,White
53027000402,26481,White,,2019-04-17,Montesano,WA,98563,Grays Harbor,Gunshot,Armed,3688,3251,1,157,56979,2,3,42,84,0.8815075921908894,2.7114967462039046e-4,0.0425704989154013,White
36065024302,18459,White,,2019-04-16,Rome,NY,13440,Oneida,Gunshot,Armed,3304,3164,22,94,67042,3,3,57,113,0.9576271186440678,0.006658595641646489,0.028450363196125907,White
45045003101,25916,White,,2019-04-16,Fountain Inn,SC,29644,Greenville,Gunshot,Unarmed,8963,5493,2395,803,61122,2,3,48,96,0.6128528394510766,0.2672096396295883,0.08959053888207073,White
48029150700,25917,White,,2019-04-16,San Antonio,TX,78214,Bexar,Gunshot,Unarmed,6887,128,12,6732,35614,1,1,11,22,0.018585741251633512,0.0017424132423406419,0.9774938289531,Hispanic/Latino
48029150700,25918,White,,2019-04-16,San Antonio,TX,78214,Bexar,Gunshot,Armed,6887,128,12,6732,35614,1,1,11,22,0.018585741251633512,0.0017424132423406419,0.9774938289531,Hispanic/Latino
47155080904,25905,White,,2019-04-15,Pigeon Forge,TN,37863,Sevier,Gunshot,Armed,2393,2003,0,11,48586,2,2,29,57,0.837024655244463,0,0.00459674049310489,White
48111950300,25898,White,,2019-04-14,Dalhart,TX,79022,Dallam,Gunshot,Armed,5844,2553,14,3255,58987,2,3,45,90,0.4368583162217659,0.0023956194387405884,0.5569815195071869,Hispanic/Latino
53015001601,25899,White,,2019-04-14,Kalama,WA,98625,Cowlitz,Gunshot,Armed,3903,3403,0,178,91815,4,4,80,159,0.8718934153215475,0,0.04560594414552908,White
06103000500,25900,Other/Unknown,,2019-04-14,Red Bluff,CA,96080,Tehama,Gunshot,Armed,5131,3886,52,585,47582,2,2,27,54,0.7573572403040343,0.010134476710192944,0.11401286298967063,White
36005021700,25901,Black,,2019-04-14,Bronx,NY,10453,Bronx,Gunshot,Armed,5233,132,2139,2534,40778,1,1,17,34,0.02522453659468756,0.40875214981845975,0.48423466462832027,
06037207711,25903,White,,2019-04-14,Los Angeles,CA,90017,Los Angeles,Gunshot,Armed,1661,797,161,290,121477,4,5,92,184,0.4798314268512944,0.09692956050571945,0.17459361830222758,
31161951700,25915,Other/Unknown,,2019-04-14,Rushville,NE,69360,Sheridan,Gunshot,Unarmed,3018,2510,17,226,46583,2,2,26,51,0.8316766070245195,0.005632869449966865,0.07488402915838303,White
29510104500,26480,Black,,2019-04-13,St. Louis,MO,63139,St. Louis City,Tasered,Unarmed,2281,1738,131,42,51486,2,2,33,66,0.761946514686541,0.057430951337132836,0.01841297676457694,White
04013723304,25895,Hispanic/Latino,,2019-04-12,Buckeye,AZ,85326,Maricopa,Gunshot,Armed,5986,3288,88,2393,63359,3,3,52,103,0.5492816572001337,0.014700968927497494,0.3997661209488807,White
22037951300,25896,Black,,2019-04-12,Clinton,LA,70722,East Feliciana,Gunshot,Armed,2441,1397,954,2,60391,2,3,47,94,0.5723064317902499,0.39082343301925443,8.193363375665711e-4,White
12095014814,26479,Black,,2019-04-12,Ocoee,FL,34761,Orange,Tasered,Unarmed,6248,4243,570,651,108393,4,5,88,176,0.6790973111395646,0.0912291933418694,0.1041933418693982,White
29510116400,25889,Black,,2019-04-11,St. Louis,MO,63118,St. Louis City,Gunshot,Armed,4985,860,3331,253,39739,1,1,16,31,0.17251755265797392,0.6682046138415245,0.050752256770310936,Black
06013372000,25890,Other/Unknown,,2019-04-11,Richmond,CA,94805,Contra Costa,Gunshot,Armed,7551,1030,412,4109,80032,3,4,71,141,0.13640577406965965,0.05456230962786386,0.5441663355846907,Hispanic/Latino
48259970301,25891,Black,,2019-04-11,Boerne,TX,78006,Kendall,Gunshot,Unarmed,6699,5106,88,1139,86098,4,4,76,151,0.7622033139274519,0.013136288998357963,0.17002537692192865,White
48141010228,25892,Hispanic/Latino,,2019-04-11,Canutillo,TX,79835,El Paso,Gunshot,Armed,5428,520,43,4861,51993,2,2,34,68,0.09579955784819455,0.007921886514369933,0.8955416359616801,Hispanic/Latino
12127091001,25893,White,,2019-04-11,DeLand,FL,32724,Volusia,Gunshot,Armed,7200,5089,883,1180,63090,3,3,51,102,0.7068055555555556,0.1226388888888889,0.1638888888888889,White
04013116708,25894,Hispanic/Latino,,2019-04-11,Phoenix,AZ,85044,Maricopa,Gunshot,Unarmed,5375,3923,160,866,62262,2,3,50,100,0.7298604651162791,0.029767441860465118,0.16111627906976744,White
06065045207,25884,Hispanic/Latino,,2019-04-10,Indio,CA,92201,Riverside,Gunshot,Armed,5315,857,4,4294,36010,1,1,12,23,0.16124176857949202,7.525870178739417e-4,0.8079021636876764,Hispanic/Latino
12103025004,25885,White,,2019-04-10,Pinellas Park,FL,33781,Pinellas,Gunshot,Armed,6235,4207,485,822,42880,1,1,20,40,0.6747393744987971,0.07778668805132317,0.1318364073777065,White
12005000600,25886,White,,2019-04-10,Mexico Beach,FL,32456,Bay,Gunshot,Armed,1370,1206,0,68,59911,2,3,47,93,0.8802919708029197,0,0.049635036496350364,White
22017022300,25888,Black,,2019-04-10,Shreveport,LA,71109,Caddo,Gunshot,Armed,2141,152,1952,0,23750,1,1,3,5,0.07099486221391874,0.9117234936945353,0,Black
47065011324,25878,White,,2019-04-09,Chattanooga,TN,37421,Hamilton,Gunshot,Armed,4630,3831,476,12,141017,4,5,96,191,0.8274298056155508,0.10280777537796976,0.002591792656587473,White
08101002300,25880,White,,2019-04-09,Pueblo,CO,81004,Pueblo,Gunshot,Armed,4104,1291,39,2588,43000,1,1,20,40,0.3145711500974659,0.009502923976608187,0.6306042884990254,Hispanic/Latino
18065976800,25881,White,,2019-04-09,New Lisbon,IN,47362,Henry,Gunshot,Armed,3783,3676,12,18,60781,2,3,48,95,0.971715569653714,0.0031720856463124504,0.004758128469468675,White
21111011909,25883,Black,,2019-04-09,Louisville,KY,40219,Jefferson,Gunshot,Armed,3322,2488,295,505,54754,2,2,39,77,0.74894641782059,0.08880192655027092,0.15201685731487055,White
47059090300,25877,Black,,2019-04-08,Greeneville,TN,37745,Greene,Gunshot,Armed,5439,5024,81,288,43490,1,2,21,42,0.9236992094134951,0.014892443463872035,0.052950910093767234,White
49035114000,25879,Black,,2019-04-08,Salt Lake City,UT,84101,Salt Lake,Gunshot,Armed,2677,2199,23,156,61917,2,3,50,99,0.8214419125887187,0.008591707134852447,0.05827418752334703,White
05093010300,25876,Black,,2019-04-07,Blytheville,AR,72315,Mississippi,Gunshot,Unarmed,3031,335,2612,27,19967,1,1,2,3,0.11052457934675025,0.8617617947871989,0.008907951171230617,Black
18043070802,25874,White,,2019-04-06,New Albany,IN,47150,Floyd,Gunshot,Armed,4706,3660,374,250,52727,2,2,36,71,0.7777305567360816,0.07947301317467063,0.053123671908202295,White
06071003606,26478,Hispanic/Latino,,2019-04-06,Bloomington,CA,92316,San Bernardino,Gunshot,Armed,4265,772,0,3386,51228,2,2,33,65,0.1810082063305979,0,0.7939038686987104,Hispanic/Latino
17043841204,25873,White,0.594630661,2019-04-05,Glendale Heights,IL,60139,DuPage,Gunshot,Armed,5920,1837,645,1146,85441,3,4,75,150,0.31030405405405403,0.1089527027027027,0.19358108108108107,
54099020300,29992,Other/Unknown,,2019-04-05,Kenova,WV,25530,Wayne,Beaten/Bludgeoned with instrument,,4713,4552,12,17,35737,1,1,11,22,0.9658391682580098,0.002546148949713558,0.003607044345427541,White
13151070120,25869,Black,,2019-04-04,Stockbridge,GA,30281,Henry,Gunshot,Unarmed,2291,506,1785,0,71476,3,4,62,123,0.2208642514185945,0.7791357485814056,0,Black
06059086803,25870,Hispanic/Latino,,2019-04-04,Anaheim,CA,92801,Orange,Gunshot,Unarmed,8505,1714,881,3361,68173,3,3,58,116,0.20152851263962376,0.10358612580834803,0.3951793062904174,
26077005501,25871,White,,2019-04-04,Kalamazoo,MI,49004,Kalamazoo,Gunshot,Unarmed,4153,2591,773,182,39500,1,1,16,31,0.6238863472188779,0.18613050806645798,0.04382374187334457,White
06073010009,25863,Hispanic/Latino,,2019-04-03,San Ysidro,CA,92173,San Diego,Gunshot,Armed,6514,78,157,6056,50809,2,2,32,64,0.01197420939514891,0.024101934295363833,0.9296898986797667,Hispanic/Latino
18071968100,25864,White,,2019-04-03,Brownstown,IN,47220,Jackson,Gunshot,Armed,4064,3902,25,109,54468,2,2,38,76,0.9601377952755905,0.006151574803149607,0.026820866141732284,White
12099005702,25865,Hispanic/Latino,,2019-04-03,Boynton Beach,FL,33435,Palm Beach,Gunshot,Armed,8029,1826,5392,629,46898,2,2,26,52,0.22742558226429194,0.6715655747913812,0.07834101382488479,Black
45063020904,25867,White,,2019-04-03,Pelion,SC,29123,Lexington,Gunshot,Armed,2678,2263,171,188,54810,2,2,39,78,0.8450336071695295,0.0638536221060493,0.070201643017177,White
06089010804,25860,White,,2019-04-02,Redding,CA,96003,Shasta,Gunshot,Unarmed,2411,1842,5,175,66500,3,3,56,111,0.7639983409373704,0.002073828287017835,0.07258399004562423,White
47013950701,25823,White,,2019-04-01,La Follette,TN,37766,Campbell,Gunshot,Armed,1721,1685,19,0,54737,2,2,39,77,0.979081929110982,0.011040092969203951,0,White
02020001000,25855,Black,,2019-04-01,Anchorage,AK,99501,Anchorage,Gunshot,Armed,3065,1433,156,252,53598,2,2,37,74,0.467536704730832,0.05089722675367047,0.08221859706362153,
48375014401,25857,Other/Unknown,,2019-04-01,Amarillo,TX,79118,Potter,Gunshot,Armed,8173,3413,1905,2596,65488,3,3,55,109,0.41759451853664503,0.23308454667808637,0.31763122476446837,
13121010527,25858,Black,,2019-04-01,Union City,GA,30291,Fulton,Gunshot,Uncertain,5296,492,4278,500,34432,1,1,10,20,0.09290030211480363,0.8077794561933535,0.09441087613293052,Black
29077002200,26048,White,,2019-04-01,Springfield,MO,65803,Greene,Tasered,Unarmed,5036,3615,208,720,38876,1,1,15,29,0.7178316123907863,0.04130262112787927,0.14297061159650518,White
04019004440,25820,Hispanic/Latino,,2019-03-31,Marana,AZ,85743,Pima,Gunshot,Armed,4501,3119,31,990,114700,4,5,90,180,0.6929571206398578,0.006887358364807821,0.2199511219728949,White
13121007400,25821,Black,,2019-03-31,Atlanta,GA,30315,Fulton,Gunshot,Armed,3438,199,2673,538,22287,1,1,2,4,0.0578824898196626,0.7774869109947644,0.15648632926119838,Black
41039001902,25822,White,,2019-03-31,Springfield,OR,97478,Lane,Gunshot,Unarmed,5968,4393,2,1092,52214,2,2,35,69,0.7360924932975871,3.351206434316354e-4,0.18297587131367293,White
02090000800,25854,Other/Unknown,,2019-03-31,Fairbanks,AK,99709,Fairbanks North Star,Gunshot,Armed,5424,2993,255,497,80383,3,4,71,141,0.5518067846607669,0.04701327433628318,0.09162979351032448,White
37189920701,25817,White,,2019-03-30,Boone,NC,28607,Watauga,Gunshot,Unarmed,2337,2204,4,18,42857,1,1,20,40,0.943089430894309,0.0017115960633290544,0.007702182284980745,White
37063001806,25818,Black,,2019-03-30,Durham,NC,27704,Durham,Gunshot,Unarmed,7751,2720,3656,1005,59773,2,3,46,92,0.3509224616178558,0.4716810734098826,0.12966068894336213,
12086000306,25819,Black,,2019-03-30,North Miami,FL,33161,Miami-Dade,Gunshot,Armed,4959,381,3312,1202,35309,1,1,11,21,0.07683000604960677,0.6678765880217786,0.24238757814075418,Black
48187210805,25807,Hispanic/Latino,,2019-03-28,Seguin,TX,78155,Guadalupe,Gunshot,Armed,2425,1444,55,926,55388,2,2,40,80,0.5954639175257732,0.02268041237113402,0.3818556701030928,White
04013109300,25810,White,0.306219874,2019-03-28,Glendale,AZ,85301,Maricopa,Gunshot,Armed,5570,626,111,4833,67266,3,3,57,114,0.11238779174147218,0.01992818671454219,0.8676840215439856,Hispanic/Latino
51550021504,25813,Other/Unknown,,2019-03-28,Chesapeake,VA,23321,Chesapeake City,Gunshot,Armed,3252,2819,125,182,81113,3,4,72,143,0.8668511685116851,0.03843788437884379,0.055965559655596554,White
48453043300,28212,Black,,2019-03-28,Austin,TX,78752,Travis,Asphyxiated/Restrained,Unarmed,3903,814,347,2597,34674,1,1,10,20,0.20855751985652063,0.08890596976684602,0.6653856008198822,Hispanic/Latino
48053960301,25797,White,,2019-03-27,Burnet,TX,78611,Burnet,Gunshot,Unarmed,2242,1365,110,748,58795,2,3,45,90,0.6088314005352364,0.04906333630686887,0.33363068688670827,White
06037601001,25798,Black,,2019-03-27,Inglewood,CA,90301,Los Angeles,Gunshot,Armed,2554,64,1376,1054,36250,1,1,12,23,0.025058731401722788,0.5387627251370399,0.41268598277212215,Black
22051025201,25800,Black,,2019-03-27,Gretna,LA,70053,Jefferson,Gunshot,Unarmed,2966,727,1746,460,31879,1,1,8,15,0.24511126095751853,0.588671611598112,0.15509103169251517,Black
22051025201,25801,Black,,2019-03-27,Gretna,LA,70053,Jefferson,Gunshot,Unarmed,2966,727,1746,460,31879,1,1,8,15,0.24511126095751853,0.588671611598112,0.15509103169251517,Black
40051001000,25802,Black,,2019-03-27,Chickasha,OK,73018,Grady,Gunshot,Armed,3861,2175,821,303,37596,1,1,13,26,0.5633255633255633,0.21263921263921265,0.07847707847707848,White
48079950100,25803,Hispanic/Latino,,2019-03-27,Morton,TX,79346,Cochran,Gunshot,Armed,2860,1017,128,1691,41000,1,1,18,35,0.3555944055944056,0.044755244755244755,0.5912587412587412,Hispanic/Latino
53033000900,25805,White,,2019-03-27,Seattle,WA,98125,King,Gunshot,Unarmed,2203,1646,98,72,128250,4,5,94,187,0.7471629596005447,0.04448479346345892,0.032682705401724924,White
33011002500,25806,White,,2019-03-27,Manchester,NH,03103,Rockingham,Gunshot,Armed,4992,4044,0,455,68958,3,3,59,117,0.8100961538461539,0,0.09114583333333333,White
27109000200,26476,Other/Unknown,,2019-03-27,Rochester,MN,55904,Olmsted,Asphyxiated/Restrained,Unarmed,3959,2559,883,169,47500,2,2,27,54,0.6463753473099267,0.22303612023238192,0.042687547360444555,White
24510271700,25773,Black,,2019-03-25,Baltimore,MD,21215,Baltimore City,Gunshot,Uncertain,4507,267,4113,22,36484,1,1,12,24,0.05924118038606612,0.9125804304415354,0.00488129576214777,Black
24021753001,25774,Hispanic/Latino,,2019-03-25,Thurmont,MD,21788,Frederick,Gunshot,Armed,5317,4767,43,362,79844,3,4,70,140,0.8965582095166448,0.008087267255971413,0.06808350573631747,White
37119004700,25775,Black,,2019-03-25,Charlotte,NC,28216,Mecklenburg,Gunshot,Armed,1876,569,1079,118,37879,1,1,14,27,0.3033049040511727,0.5751599147121536,0.0628997867803838,Black
